name,telecode,latitude,longitude,centrality_score,province,city,railway_bureau,station_type
熊岳城,,40.179823,122.142428,50,辽宁,营口,沈阳铁路局,客运站
燕子砭,,32.919427,105.921986,50,陕西,汉中,西安铁路局,客运站
燕山,,39.748942,115.95269,50,北京,房山区,北京铁路局,客运站
燕岗,,29.555513,103.522081,55,四川,乐山,成都铁路局,客运站
燕郊,,39.9406,116.819755,55,河北,廊坊,北京铁路局,客运站
牙克石,,49.277433,120.73107,50,内蒙古自治区,呼伦贝尔,哈尔滨铁路局,客运站
牙屯堡,,26.13358,109.618327,50,湖南,怀化,南宁铁路局,客运站
牛家,,45.348557,126.730669,50,黑龙江,哈尔滨,哈尔滨铁路局,客运站
牛心台,,41.350696,123.898184,50,辽宁,本溪,沈阳铁路局,客运站
牡丹江,,44.588158,129.605896,100,黑龙江,牡丹江,哈尔滨铁路局,客运站
犀浦,,30.759594,103.970203,100,四川,成都,成都铁路局,客运站
独山,,25.867337,107.543616,50,贵州,黔西南布依族苗族自治州,成都铁路局,客运站
猛洞河,,28.695532,109.984277,50,湖南,湘西土家族苗族自治州,广铁集团,客运站
玉屏,,27.243379,108.930547,55,贵州,铜仁,成都铁路局,客运站
玉山,,28.663652,118.231394,60,江西,上饶,南昌铁路局,客运站
玉林,,22.600245,110.152361,100,广西壮族自治区,玉林,南宁铁路局,客运站
玉泉,,45.414354,127.15564,50,黑龙江,哈尔滨,哈尔滨铁路局,客运站
玉溪,,24.355253,102.525681,85,云南,玉溪,昆明铁路局,客运站
玉田县,,39.881356,117.728756,50,河北,唐山,北京铁路局,客运站
玉门,,40.272147,97.043686,50,甘肃,酒泉,兰州铁路局,客运站
王兆屯,,45.734092,126.651059,50,黑龙江,哈尔滨,哈尔滨铁路局,客运站
王岗,,45.668464,126.538775,50,黑龙江,哈尔滨,哈尔滨铁路局,客运站
王府,,44.87204,125.001008,50,吉林,松原,沈阳铁路局,客运站
玛纳斯,,44.254062,86.200224,50,新疆维吾尔自治区,昌吉回族自治州,乌鲁木齐铁路局,客运站
珠斯花,,45.562164,119.671255,50,内蒙古自治区,通辽,沈阳铁路局,客运站
珠海,,22.218163,113.544287,100,广东,珠海,广铁集团,客运站
珠海北,,22.404127,113.546743,50,广东,珠海,广铁集团,客运站
琼海,,19.242111,110.486977,50,海南,琼海,广铁集团,客运站
瑞安,,27.770144,120.577138,50,浙江,温州,上海铁路局,客运站
瑞昌,,29.691034,115.666075,50,江西,九江,南昌铁路局,客运站
瑞金,,25.866463,116.050355,55,江西,赣州,南昌铁路局,客运站
瓜州,,40.566261,95.772497,50,甘肃,酒泉,兰州铁路局,客运站
瓢儿屯,,41.846901,123.796764,50,辽宁,抚顺,沈阳铁路局,客运站
瓦屋山,,31.560685,119.268691,50,江苏,常州,上海铁路局,客运站
瓦房店,,39.624321,122.002608,55,辽宁,大连,沈阳铁路局,客运站
瓦房店西,,39.655779,121.832802,50,辽宁,大连,沈阳铁路局,客运站
甘旗卡,,42.956163,122.350231,50,内蒙古自治区,通辽,沈阳铁路局,客运站
甘河,,50.628241,123.049724,50,内蒙古自治区,呼伦贝尔,哈尔滨铁路局,客运站
甘泉北,,36.277933,109.341508,50,陕西,延安,西安铁路局,客运站
甘洛,,28.98162,102.760268,50,四川,凉山彝族自治州,成都铁路局,客运站
甘谷,,34.763857,105.328148,55,甘肃,天水,兰州铁路局,客运站
田东,,23.629872,107.12554,50,广西壮族自治区,百色,南宁铁路局,客运站
田师府,,41.239378,124.3343,50,辽宁,本溪,沈阳铁路局,客运站
田林,,24.288265,106.230613,50,广西壮族自治区,百色,南宁铁路局,客运站
田阳,,23.768749,106.93228,50,广西壮族自治区,百色,南宁铁路局,客运站
甸心,,25.319251,101.718567,50,云南,楚雄彝族自治州,昆明铁路局,客运站
略阳,,33.333039,106.142112,50,陕西,汉中,西安铁路局,客运站
疏勒,,39.382038,75.991692,50,新疆维吾尔自治区,喀什,乌鲁木齐铁路局,客运站
疏勒河,,40.429349,96.869521,50,甘肃,酒泉,兰州铁路局,客运站
登沙河,,39.218821,122.051096,50,辽宁,大连,沈阳铁路局,客运站
白云鄂博,,41.770895,109.952389,60,内蒙古自治区,包头,呼和浩特铁路局,客运站
白城,,45.615138,122.857252,100,吉林,白城,沈阳铁路局,客运站
白壁关,,37.149038,111.721695,50,山西,吕梁,太原铁路局,客运站
白奎堡,,46.369016,126.997782,50,黑龙江,哈尔滨,哈尔滨铁路局,客运站
白山市,,41.950848,126.45155,65,吉林,白山,沈阳铁路局,客运站
白水江,,33.575147,106.078606,50,陕西,汉中,西安铁路局,客运站
白沙,,29.072808,106.122368,50,重庆,江津区,成都铁路局,客运站
白河,,42.45085,128.126207,65,吉林,延边朝鲜族自治州,沈阳铁路局,客运站
白河东,,32.805815,110.109817,50,陕西,安康,西安铁路局,客运站
白河县,,32.835811,110.092665,50,陕西,安康,西安铁路局,客运站
白泉,,42.923832,124.99545,50,吉林,辽源,沈阳铁路局,客运站
白涧,,39.644988,115.283406,50,河北,保定,北京铁路局,客运站
白狼,,47.047259,120.094707,50,内蒙古自治区,兴安盟,沈阳铁路局,客运站
白石山,,43.579535,127.554571,50,吉林,吉林,沈阳铁路局,客运站
白银市,,36.556775,104.167234,50,甘肃,白银,兰州铁路局,客运站
白银西,,36.549356,104.096538,55,甘肃,白银,兰州铁路局,客运站
白音他拉,,43.070972,120.827843,50,内蒙古自治区,通辽,沈阳铁路局,客运站
白音察干,,41.453597,113.17803,50,内蒙古自治区,乌兰察布,呼和浩特铁路局,客运站
白音胡硕,,45.013955,121.435775,50,内蒙古自治区,兴安盟,沈阳铁路局,客运站
百色,,23.888555,106.660827,100,广西壮族自治区,百色,南宁铁路局,客运站
百里峡,,39.682132,115.387509,50,河北,保定,北京铁路局,客运站
皋兰,,36.337124,103.941018,50,甘肃,兰州,兰州铁路局,客运站
皮口,,39.406106,122.351867,50,辽宁,大连,沈阳铁路局,客运站
皮山,,37.566695,78.28316,50,新疆维吾尔自治区,和田,乌鲁木齐铁路局,客运站
益阳,,28.499887,112.389426,60,湖南,益阳,广铁集团,客运站
盐城,,33.383938,120.169114,75,江苏,盐城,上海铁路局,客运站
盐池,,37.733824,107.343246,50,宁夏回族自治区,吴忠,兰州铁路局,客运站
盐津,,28.081072,104.240585,50,云南,昭通,成都铁路局,客运站
盖州,,40.41768,122.328395,50,辽宁,营口,沈阳铁路局,客运站
盖州西,,40.402875,122.268809,50,辽宁,营口,沈阳铁路局,客运站
盘关,,25.899583,104.506292,50,贵州,六盘水,昆明铁路局,客运站
盘锦,,41.195528,122.055806,65,辽宁,盘锦,沈阳铁路局,客运站
盘锦北,,41.334005,121.802174,50,辽宁,盘锦,沈阳铁路局,客运站
眉山,,30.067375,103.8105,50,四川,眉山,成都铁路局,客运站
石人城,,46.297431,126.890143,50,黑龙江,哈尔滨,哈尔滨铁路局,客运站
石嘴山,,38.915961,106.417128,50,宁夏回族自治区,石嘴山,兰州铁路局,客运站
石城,,40.286172,124.435402,50,辽宁,丹东,沈阳铁路局,客运站
石头,,44.175306,129.330537,50,黑龙江,牡丹江,哈尔滨铁路局,客运站
石家庄,,38.009798,114.478375,100,河北,石家庄,北京铁路局,客运站
石家庄北,,38.065373,114.459212,100,河北,石家庄,北京铁路局,客运站
石山,,41.227506,121.522328,50,辽宁,辽阳,沈阳铁路局,客运站
石岘,,43.076015,129.775755,50,吉林,延边朝鲜族自治州,沈阳铁路局,客运站
石岭,,43.088615,124.697142,50,吉林,四平,沈阳铁路局,客运站
石林,,24.865727,103.327519,50,云南,昆明,昆明铁路局,客运站
石柱县,,29.967734,108.092991,65,重庆,石柱土家族自治县,成都铁路局,客运站
石桥子,,41.449316,123.717916,50,辽宁,本溪,沈阳铁路局,客运站
石河子,,44.268497,86.060405,70,新疆维吾尔自治区,石河子,乌鲁木齐铁路局,客运站
石泉县,,33.031017,108.246782,50,陕西,安康,西安铁路局,客运站
石磷,,45.165014,130.691484,50,黑龙江,鸡西,哈尔滨铁路局,客运站
石门县北,,29.603133,111.428829,75,湖南,常德,广铁集团,客运站
砀山,,34.418052,116.324703,50,安徽,宿州,上海铁路局,客运站
砚川,,34.05974,109.842933,50,陕西,商洛,西安铁路局,客运站
确山,,32.803601,114.030371,50,河南,驻马店,武汉铁路局,客运站
碧江,,22.952555,113.257123,50,广东,佛山,广铁集团,客运站
碾子山,,47.513588,122.877346,60,黑龙江,齐齐哈尔,哈尔滨铁路局,客运站
磁县,,36.360158,114.366796,50,河北,邯郸,北京铁路局,客运站
磁山,,36.597175,114.112095,50,河北,邯郸,北京铁路局,客运站
磁窑,,35.901268,117.10019,50,山东,泰安,济南铁路局,客运站
磐石,,42.925515,126.062627,50,吉林,吉林,沈阳铁路局,客运站
磨刀石,,44.559942,129.861496,50,黑龙江,牡丹江,哈尔滨铁路局,客运站
祁东,,26.76327,112.06007,50,湖南,衡阳,广铁集团,客运站
祁县东,,37.323386,112.350399,50,山西,晋中,太原铁路局,客运站
祁家堡,,40.92642,123.810769,50,辽宁,本溪,沈阳铁路局,客运站
祁门,,29.849274,117.724565,50,安徽,黄山,上海铁路局,客运站
祁阳,,26.612049,111.826518,50,湖南,永州,广铁集团,客运站
神头,,39.366358,112.550423,50,山西,朔州,太原铁路局,客运站
神州,,18.726485,110.303711,50,海南,万宁,广铁集团,客运站
神木,,38.860233,110.48205,70,陕西,榆林,西安铁路局,客运站
神树,,46.940625,128.420717,55,黑龙江,伊春,哈尔滨铁路局,客运站
神池,,39.082143,112.192409,50,山西,忻州,太原铁路局,客运站
祥云,,25.473457,100.544771,50,云南,大理白族自治州,昆明铁路局,客运站
禄丰南,,25.123478,102.062328,50,云南,楚雄彝族自治州,昆明铁路局,客运站
福利屯,,46.726308,131.132917,50,黑龙江,双鸭山,哈尔滨铁路局,客运站
福安,,26.837528,119.712642,50,福建,宁德,南昌铁路局,客运站
福州,,26.117115,119.315178,100,福建,福州,南昌铁路局,客运站
福州南,,25.988878,119.385674,100,福建,福州,南昌铁路局,客运站
福泉,,26.628939,107.531961,50,贵州,黔西南布依族苗族自治州,成都铁路局,客运站
福海,,47.119896,87.459693,50,新疆维吾尔自治区,阿勒泰,乌鲁木齐铁路局,客运站
福清,,25.67836,119.379587,50,福建,福州,南昌铁路局,客运站
福鼎,,27.285252,120.185287,100,福建,宁德,南昌铁路局,客运站
禹城,,36.923707,116.628233,50,山东,德州,济南铁路局,客运站
秀山,,28.449608,109.011052,55,重庆,秀山土家族苗族自治县,成都铁路局,客运站
秦家,,46.802577,127.003042,50,黑龙江,绥化,哈尔滨铁路局,客运站
秦家庄,,38.811326,111.652108,50,山西,忻州,太原铁路局,客运站
秦岭,,34.240683,106.906857,50,陕西,宝鸡,西安铁路局,客运站
稷山,,35.612513,110.989331,50,山西,运城,太原铁路局,客运站
穆棱,,44.525147,130.253879,50,黑龙江,牡丹江,哈尔滨铁路局,客运站
章丘,,36.721721,117.493349,50,山东,济南,济南铁路局,客运站
章党,,41.905434,124.071393,50,辽宁,抚顺,沈阳铁路局,客运站
章古台,,42.703971,122.480979,50,辽宁,阜新,沈阳铁路局,客运站
竹园坝,,32.191696,105.166518,50,四川,广元,成都铁路局,客运站
笔架山,,46.784875,130.996808,50,黑龙江,双鸭山,哈尔滨铁路局,客运站
简阳,,30.38199,104.55079,50,四川,资阳,成都铁路局,客运站
米易,,26.878569,102.111725,50,四川,攀枝花,成都铁路局,客运站
米沙子,,44.145565,125.471179,50,吉林,长春,沈阳铁路局,客运站
米脂,,37.747377,110.167504,50,陕西,榆林,西安铁路局,客运站
精河南,,44.605328,82.917788,50,新疆维吾尔自治区,博尔塔拉蒙古自治州,乌鲁木齐铁路局,客运站
索伦,,46.601129,121.235983,50,内蒙古自治区,兴安盟,沈阳铁路局,客运站
紫阳,,32.534062,108.552646,50,陕西,安康,西安铁路局,客运站
綦江,,29.020682,106.660068,50,重庆,綦江区,成都铁路局,客运站
繁峙,,39.16456,113.267238,50,山西,忻州,太原铁路局,客运站
红兴隆,,46.729678,131.594251,50,黑龙江,双鸭山,哈尔滨铁路局,客运站
红安西,,31.006567,114.626773,50,湖北,黄冈,武汉铁路局,客运站
红寺堡,,37.448194,106.060643,50,宁夏回族自治区,吴忠,兰州铁路局,客运站
红山,,47.986462,129.02485,50,黑龙江,伊春,哈尔滨铁路局,客运站
红彦,,49.511788,124.975199,50,内蒙古自治区,呼伦贝尔,哈尔滨铁路局,客运站
红旗,,47.569662,120.337003,50,辽宁,辽阳,沈阳铁路局,客运站
红星,,48.239631,129.383395,50,黑龙江,伊春,哈尔滨铁路局,客运站
红果,,25.717745,104.463303,50,贵州,六盘水,昆明铁路局,客运站
红花沟,,42.242901,118.628489,50,内蒙古自治区,赤峰,沈阳铁路局,客运站
纪家沟,,41.927391,118.126768,50,河北,承德,沈阳铁路局,客运站
纸坊东,,30.356178,114.338966,50,湖北,武汉,武汉铁路局,客运站
绅坊,,28.20022,120.987499,50,浙江,温州,上海铁路局,客运站
织金,,26.657423,105.758485,50,贵州,毕节,成都铁路局,客运站
绍兴,,30.016664,120.576019,50,浙江,绍兴,上海铁路局,客运站
绍兴北,,30.102284,120.534429,55,浙江,绍兴,上海铁路局,客运站
经棚,,43.270945,117.530906,50,内蒙古自治区,赤峰,呼和浩特铁路局,客运站
绕阳河,,41.7932,122.459363,50,辽宁,锦州,沈阳铁路局,客运站
绥中,,40.320705,120.347417,50,辽宁,葫芦岛,沈阳铁路局,客运站
绥中北,,40.346745,120.318927,50,辽宁,葫芦岛,沈阳铁路局,客运站
绥化,,46.642626,127.009072,95,黑龙江,绥化,哈尔滨铁路局,客运站
绥德,,37.548108,110.257752,50,陕西,榆林,西安铁路局,客运站
绥棱,,47.246509,127.076015,50,黑龙江,绥化,哈尔滨铁路局,客运站
绥芬河,,44.390547,131.149936,100,黑龙江,牡丹江,哈尔滨铁路局,客运站
绥阳,,44.420127,130.88735,50,黑龙江,牡丹江,哈尔滨铁路局,客运站
绩溪北,,30.073633,118.567082,60,安徽,宣城,上海铁路局,客运站
绩溪县,,30.05827,118.579129,50,安徽,宣城,上海铁路局,客运站
绵阳,,31.461407,104.714707,75,四川,绵阳,成都铁路局,客运站
绿化,,39.800765,98.2499,55,甘肃,嘉峪关,兰州铁路局,客运站
缙云,,28.664009,120.090571,50,浙江,丽水,上海铁路局,客运站
罗山,,32.168349,114.545084,50,河南,信阳,武汉铁路局,客运站
罗平,,24.910861,104.313366,55,云南,曲靖,昆明铁路局,客运站
罗江,,31.308984,104.497464,50,四川,德阳,成都铁路局,客运站
罗源,,26.459126,119.572121,50,福建,福州,南昌铁路局,客运站
羊场,,42.637115,119.995244,50,内蒙古自治区,赤峰,沈阳铁路局,客运站
羊草,,46.332419,125.41835,50,黑龙江,绥化,哈尔滨铁路局,客运站
美兰,,19.943532,110.456958,50,海南,海口,广铁集团,客运站
美溪,,47.634668,129.133346,50,黑龙江,伊春,哈尔滨铁路局,客运站
老府,,42.188213,118.266436,50,内蒙古自治区,赤峰,沈阳铁路局,客运站
老莱,,48.648708,124.999904,50,黑龙江,齐齐哈尔,哈尔滨铁路局,客运站
老营,,41.877393,126.348394,50,吉林,白山,沈阳铁路局,客运站
老边,,40.671276,122.364056,50,辽宁,营口,沈阳铁路局,客运站
耒阳,,26.407482,112.817396,50,湖南,衡阳,广铁集团,客运站
耒阳西,,26.417771,112.782851,50,湖南,衡阳,广铁集团,客运站
聊城,,36.456761,115.938627,70,山东,聊城,济南铁路局,客运站
肃宁,,38.414556,115.844118,50,河北,沧州,北京铁路局,客运站
肇东,,46.075684,125.992805,50,黑龙江,绥化,哈尔滨铁路局,客运站
肇庆,,23.084038,112.442563,100,广东,肇庆,广铁集团,客运站
肥东,,31.864196,117.480067,50,安徽,合肥,上海铁路局,客运站
背荫河,,45.16787,126.992179,50,黑龙江,哈尔滨,哈尔滨铁路局,客运站
胶州,,36.297501,119.994008,50,山东,青岛,济南铁路局,客运站
胶州北,,36.39534,120.050254,50,山东,青岛,济南铁路局,客运站
能家,,41.619238,120.678592,50,辽宁,朝阳,沈阳铁路局,客运站
自贡,,29.358806,104.788452,50,四川,自贡,成都铁路局,客运站
舍力虎,,42.743331,120.650222,50,内蒙古自治区,通辽,沈阳铁路局,客运站
舒兰,,44.405852,126.94821,60,吉林,吉林,沈阳铁路局,客运站
舒城,,31.511276,117.154079,50,安徽,六安,上海铁路局,客运站
芜湖,,31.350224,118.391174,100,安徽,芜湖,上海铁路局,客运站
芦家庄,,37.735433,113.046823,50,山西,晋中,太原铁路局,客运站
芦溪,,27.660746,114.053903,50,江西,萍乡,南昌铁路局,客运站
芦潮港,,30.887545,121.846819,50,上海,浦东新区,上海铁路局,客运站
花园,,31.252858,113.977369,50,湖北,孝感,武汉铁路局,客运站
花山南,,30.53154,114.507653,50,湖北,武汉,武汉铁路局,客运站
花桥,,31.337715,121.04134,50,江苏,苏州,上海铁路局,客运站
花湖,,30.263562,115.017022,50,湖北,鄂州,武汉铁路局,客运站
苇子沟,,43.028877,129.670331,50,吉林,延边朝鲜族自治州,沈阳铁路局,客运站
苇河,,44.950182,128.373701,50,黑龙江,哈尔滨,哈尔滨铁路局,客运站
苍南,,27.531027,120.407201,100,浙江,温州,上海铁路局,客运站
苍石,,41.985424,124.515115,50,辽宁,抚顺,沈阳铁路局,客运站
苏家屯,,41.660163,123.34899,50,辽宁,沈阳,沈阳铁路局,客运站
苏州,,31.331858,120.606639,90,江苏,苏州,上海铁路局,客运站
苏州北,,31.423789,120.638983,50,江苏,苏州,上海铁路局,客运站
苏州园区,,31.343236,120.706458,50,江苏,苏州,上海铁路局,客运站
苏州新区,,31.373956,120.520413,50,江苏,苏州,上海铁路局,客运站
苔青,,47.566142,129.259925,50,黑龙江,伊春,哈尔滨铁路局,客运站
英吉沙,,38.967377,76.160895,50,新疆维吾尔自治区,喀什,乌鲁木齐铁路局,客运站
英德,,24.161715,113.433867,50,广东,清远,广铁集团,客运站
英德西,,24.162602,113.345093,50,广东,清远,广铁集团,客运站
茂名,,21.683697,110.843485,100,广东,茂名,南宁铁路局,客运站
茂名东,,21.645998,110.923389,50,广东,茂名,广铁集团,客运站
茂林,,43.965926,123.408263,50,吉林,四平,沈阳铁路局,客运站
范家屯,,43.710423,125.06878,50,吉林,四平,沈阳铁路局,客运站
茅草坪,,26.234264,104.744634,50,贵州,六盘水,昆明铁路局,客运站
茶陵,,26.813755,113.544322,50,湖南,株洲,南昌铁路局,客运站
茶陵南,,26.74108,113.519315,50,湖南,株洲,南昌铁路局,客运站
荆州,,30.37229,112.207267,60,湖北,荆州,武汉铁路局,客运站
荆门,,31.053273,112.206092,95,湖北,荆门,武汉铁路局,客运站
草市,,42.294994,125.230134,50,辽宁,抚顺,沈阳铁路局,客运站
草河口,,40.87718,123.905631,50,辽宁,本溪,沈阳铁路局,客运站
草海,,26.889308,104.259189,70,贵州,毕节,成都铁路局,客运站
荣昌,,29.397858,105.5775,50,重庆,荣昌县,成都铁路局,客运站
莆田,,25.353479,119.057848,60,福建,莆田,南昌铁路局,客运站
莎车,,38.375066,77.228762,55,新疆维吾尔自治区,喀什,乌鲁木齐铁路局,客运站
莒南,,35.183711,118.841726,50,山东,临沂,济南铁路局,客运站
莒县,,35.651883,118.834846,50,山东,日照,济南铁路局,客运站
莫尔道嘎,,51.232665,120.803162,60,内蒙古自治区,呼伦贝尔,哈尔滨铁路局,客运站
莱芜东,,36.229146,117.687986,50,山东,莱芜,济南铁路局,客运站
莱西,,36.809411,120.513017,50,山东,青岛,济南铁路局,客运站
莱阳,,36.928247,120.705433,50,山东,烟台,济南铁路局,客运站
莲江口,,46.877476,130.320796,50,黑龙江,佳木斯,哈尔滨铁路局,客运站
获嘉,,35.256673,113.642926,50,河南,新乡,郑州铁路局,客运站
菏泽,,35.231181,115.500993,80,山东,菏泽,济南铁路局,客运站
萍乡,,27.6504,113.835965,75,江西,萍乡,南昌铁路局,客运站
营口,,40.684236,122.259814,60,辽宁,营口,沈阳铁路局,客运站
营口东,,40.622806,122.423,55,辽宁,营口,沈阳铁路局,客运站
营城子,,38.97948,121.370311,50,辽宁,大连,沈阳铁路局,客运站
营山,,31.067532,106.564789,75,四川,南充,成都铁路局,客运站
萨拉齐,,40.563342,110.525634,50,内蒙古自治区,包头,呼和浩特铁路局,客运站
葛店南,,30.492877,114.654704,50,湖北,鄂州,武汉铁路局,客运站
葛根庙,,45.893797,122.299343,50,内蒙古自治区,兴安盟,沈阳铁路局,客运站
葫芦岛,,40.752715,120.862962,50,辽宁,葫芦岛,沈阳铁路局,客运站
葫芦岛北,,40.741669,120.758204,50,辽宁,葫芦岛,沈阳铁路局,客运站
葵潭,,23.067425,115.991827,50,广东,揭阳,广铁集团,客运站
蒙自北,,23.46731,103.31896,50,云南,红河哈尼族彝族自治州,昆明铁路局,客运站
蒲城东,,34.990213,109.605064,50,陕西,渭南,西安铁路局,客运站
蓝村,,36.39541,120.178693,50,山东,青岛,济南铁路局,客运站
蓟县,,40.025338,117.391269,50,天津,蓟县,北京铁路局,客运站
蓬安,,31.002823,106.420138,50,四川,南充,成都铁路局,客运站
蔡家坡,,34.322919,107.59341,50,陕西,宝鸡,西安铁路局,客运站
蔡家沟,,45.116661,126.130623,50,吉林,松原,沈阳铁路局,客运站
蕲春,,30.244256,115.440183,50,湖北,黄冈,武汉铁路局,客运站
薛家,,41.168567,121.183172,50,辽宁,锦州,沈阳铁路局,客运站
藁城,,38.027506,114.826618,50,河北,石家庄,北京铁路局,客运站
藤县,,23.337057,110.982522,50,广西壮族自治区,梧州,南宁铁路局,客运站
虎林,,45.762848,132.970044,65,黑龙江,鸡西,哈尔滨铁路局,客运站
虎石台,,41.940566,123.496346,50,辽宁,沈阳,沈阳铁路局,客运站
虎门,,22.864348,113.668295,50,广东,东莞,广铁集团,客运站
虞城县,,34.407916,115.859053,50,河南,商丘,上海铁路局,客运站
蚌埠,,32.945583,117.371924,50,安徽,蚌埠,上海铁路局,客运站
蚌埠南,,32.903699,117.435853,70,安徽,蚌埠,上海铁路局,客运站
蛟河,,43.72303,127.34504,50,吉林,吉林,沈阳铁路局,客运站
蛤蟆塘,,40.171979,124.373183,50,辽宁,丹东,沈阳铁路局,客运站
融安,,25.209128,109.40225,50,广西壮族自治区,柳州,南宁铁路局,客运站
融水,,25.074045,109.236406,50,广西壮族自治区,柳州,南宁铁路局,客运站
街基,,46.299222,123.370634,50,黑龙江,齐齐哈尔,沈阳铁路局,客运站
衡山,,27.251123,112.783731,50,湖南,衡阳,广铁集团,客运站
衡山西,,27.251123,112.783731,50,湖南,衡阳,广铁集团,客运站
衡水,,37.743459,115.684974,65,河北,衡水,北京铁路局,客运站
衡阳,,26.893414,112.625838,65,湖南,衡阳,广铁集团,客运站
衡阳东,,26.89989,112.704232,85,湖南,衡阳,广铁集团,客运站
衢州,,28.926414,118.876432,75,浙江,衢州,上海铁路局,客运站
裴德,,45.635611,131.898583,50,黑龙江,鸡西,哈尔滨铁路局,客运站
襄垣,,36.506235,113.028987,50,山西,长治,郑州铁路局,客运站
襄汾,,35.880037,111.435724,50,山西,临汾,太原铁路局,客运站
襄汾西,,35.838385,111.331083,50,山西,临汾,太原铁路局,客运站
襄河,,48.800577,126.848858,50,黑龙江,黑河,哈尔滨铁路局,客运站
襄阳,,32.060025,112.148775,100,湖北,襄阳,武汉铁路局,客运站
襄阳东,,32.09879,112.220616,80,湖北,襄阳,武汉铁路局,客运站
西丰,,42.732036,124.701289,55,辽宁,铁岭,沈阳铁路局,客运站
西乡,,32.995784,107.755338,50,陕西,汉中,西安铁路局,客运站
西哲里木,,45.550366,120.596845,50,内蒙古自治区,兴安盟,沈阳铁路局,客运站
西宁,,36.619999,101.812152,100,青海,西宁,青藏铁路公司,客运站
西宁西,,36.65878,101.68452,50,青海,西宁,青藏铁路公司,客运站
西安,,34.278711,108.957995,100,陕西,西安,西安铁路局,客运站
西安南,,34.094282,109.096409,50,陕西,西安,西安铁路局,客运站
西岗子,,49.901272,127.340983,50,黑龙江,黑河,哈尔滨铁路局,客运站
西峡,,33.273099,111.506344,55,河南,南阳,郑州铁路局,客运站
西平,,33.379142,114.032687,50,河南,驻马店,武汉铁路局,客运站
西昌,,27.880695,102.222875,55,四川,凉山彝族自治州,成都铁路局,客运站
西昌南,,27.841449,102.212747,50,四川,凉山彝族自治州,成都铁路局,客运站
西林,,47.482282,129.30843,50,黑龙江,伊春,哈尔滨铁路局,客运站
西柳,,40.84282,122.618109,50,辽宁,鞍山,沈阳铁路局,客运站
西麻山,,45.211082,130.472397,50,黑龙江,鸡西,哈尔滨铁路局,客运站
角美,,24.529889,117.875434,50,福建,漳州,南昌铁路局,客运站
讷河,,48.479343,124.841796,55,黑龙江,齐齐哈尔,哈尔滨铁路局,客运站
许家屯,,40.038993,122.075793,50,辽宁,大连,沈阳铁路局,客运站
许昌,,34.021687,113.814932,50,河南,许昌,郑州铁路局,客运站
许昌东,,34.049719,113.882369,70,河南,许昌,郑州铁路局,客运站
诏安,,23.775026,117.093783,65,福建,漳州,南昌铁路局,客运站
诸城,,36.062639,119.384323,50,山东,潍坊,济南铁路局,客运站
诸暨,,29.729703,120.180556,65,浙江,绍兴,上海铁路局,客运站
谢家镇,,44.566646,126.806843,50,吉林,长春,沈阳铁路局,客运站
谭家井,,37.590249,103.590052,50,甘肃,武威,兰州铁路局,客运站
谷城,,32.26753,111.597011,50,湖北,襄阳,武汉铁路局,客运站
豆罗,,38.303285,112.694874,50,山西,忻州,太原铁路局,客运站
贵定,,26.585037,107.224545,50,贵州,黔南布依族苗族自治州,成都铁路局,客运站
贵定南,,24.783534,115.007007,50,贵州,黔南布依族苗族自治州,成都铁路局,客运站
贵港,,23.102006,109.608974,50,广西壮族自治区,贵港,南宁铁路局,客运站
贵溪,,28.292487,117.210046,50,江西,鹰潭,南昌铁路局,客运站
贵阳,,26.560252,106.699594,100,贵州,贵阳,成都铁路局,客运站
费县,,35.278168,117.973835,50,山东,临沂,济南铁路局,客运站
贺州,,24.457268,111.534004,80,广西壮族自治区,贺州,南宁铁路局,客运站
贺胜桥东,,30.020791,114.365385,50,湖北,咸宁,武汉铁路局,客运站
资中,,29.771081,104.860851,50,四川,内江,成都铁路局,客运站
资溪,,27.724183,117.073778,50,江西,抚州,南昌铁路局,客运站
资阳,,30.127304,104.649874,50,四川,资阳,成都铁路局,客运站
赛汉塔拉,,42.746324,112.65336,50,内蒙古自治区,锡林郭勒盟,呼和浩特铁路局,客运站
赣州,,25.822298,114.959611,100,江西,赣州,南昌铁路局,客运站
赤壁,,29.724644,113.924407,50,湖北,咸宁,武汉铁路局,客运站
赤壁北,,29.738807,113.895041,50,湖北,咸宁,武汉铁路局,客运站
赤峰,,42.254938,118.953314,100,内蒙古自治区,赤峰,沈阳铁路局,客运站
赤峰西,,42.274174,118.896142,50,内蒙古自治区,赤峰,沈阳铁路局,客运站
赵光,,48.066793,126.731796,50,黑龙江,黑河,哈尔滨铁路局,客运站
赵城,,36.38131,111.692898,50,山西,临汾,太原铁路局,客运站
赶水,,28.749835,106.70793,50,重庆,綦江区,成都铁路局,客运站
越西,,28.740272,102.602158,50,四川,凉山彝族自治州,成都铁路局,客运站
路口铺,,29.512452,113.36,50,湖南,岳阳,广铁集团,客运站
轩岗,,38.893337,112.424329,60,山西,忻州,太原铁路局,客运站
辛集,,37.904474,115.209401,50,河北,石家庄,北京铁路局,客运站
辰清,,49.133659,127.241846,50,黑龙江,黑河,哈尔滨铁路局,客运站
辰溪,,27.8821,110.250631,50,湖南,怀化,广铁集团,客运站
辽中,,41.556869,122.766184,50,辽宁,沈阳,沈阳铁路局,客运站
辽源,,42.902462,125.122581,80,吉林,辽源,沈阳铁路局,客运站
