name,telecode,latitude,longitude,centrality_score,province,city,railway_bureau,station_type
辽阳,,41.27976,123.162731,55,辽宁,辽阳,沈阳铁路局,客运站
达家沟,,44.656554,125.815634,50,吉林,长春,沈阳铁路局,客运站
达州,,31.200698,107.44848,100,四川,达州,成都铁路局,客运站
迁安,,39.925033,118.687024,50,河北,唐山,北京铁路局,客运站
迎春,,46.035482,132.939333,50,黑龙江,鸡西,哈尔滨铁路局,客运站
运城,,35.026898,110.985117,75,山西,运城,太原铁路局,客运站
运城北,,35.099771,110.978272,100,山西,运城,太原铁路局,客运站
进贤,,28.35802,116.241345,50,江西,南昌,南昌铁路局,客运站
连云港,,34.610028,119.157744,70,江苏,连云港,上海铁路局,客运站
连山关,,40.962687,123.755071,50,辽宁,本溪,沈阳铁路局,客运站
连江,,26.197415,119.562551,50,福建,福州,南昌铁路局,客运站
通化,,41.750939,125.974478,100,吉林,通化,沈阳铁路局,客运站
通化县,,41.676916,125.815424,50,吉林,通化,沈阳铁路局,客运站
通北,,47.765861,126.754765,50,黑龙江,黑河,哈尔滨铁路局,客运站
通州西,,39.903368,116.621367,55,北京,通州区,北京铁路局,客运站
通沟,,41.949597,125.713643,50,吉林,通化,沈阳铁路局,客运站
通海,,24.119608,102.667598,50,云南,玉溪,昆明铁路局,客运站
通辽,,43.6028,122.265606,100,内蒙古自治区,通辽,沈阳铁路局,客运站
通远堡,,40.785689,123.921469,50,辽宁,丹东,沈阳铁路局,客运站
通途,,45.193822,124.646403,50,吉林,松原,沈阳铁路局,客运站
通道,,26.31953,109.627776,50,湖南,怀化,广铁集团,客运站
遂宁,,30.54489,105.539462,55,四川,遂宁,成都铁路局,客运站
遂平,,33.145908,114.029449,50,河南,驻马店,武汉铁路局,客运站
遂溪,,21.400758,110.262311,50,广东,湛江,南宁铁路局,客运站
道州,,25.518321,111.56454,50,湖南,永州,南宁铁路局,客运站
遵义,,27.706333,106.944361,70,贵州,遵义,成都铁路局,客运站
邓州,,32.685001,112.064686,60,河南,南阳,郑州铁路局,客运站
邢台,,37.069338,114.486972,50,河北,邢台,北京铁路局,客运站
邢台东,,37.091241,114.586319,55,河北,邢台,北京铁路局,客运站
那曲,,31.444797,91.991129,55,西藏自治区,那曲,青藏铁路公司,客运站
邯郸,,36.603149,114.470723,100,河北,邯郸,北京铁路局,客运站
邯郸东,,36.620086,114.55351,100,河北,邯郸,北京铁路局,客运站
邳州,,34.318426,117.952968,50,江苏,徐州,上海铁路局,客运站
邵东,,27.274755,111.74467,50,湖南,邵阳,广铁集团,客运站
邵武,,27.353159,117.475989,50,福建,南平,南昌铁路局,客运站
邵阳,,27.216658,111.455568,100,湖南,邵阳,广铁集团,客运站
邹城,,35.401361,116.952732,50,山东,济宁,济南铁路局,客运站
郑家屯,,43.503214,123.510789,50,吉林,四平,沈阳铁路局,客运站
郑州,,34.747507,113.653617,100,河南,郑州,郑州铁路局,客运站
郑州东,,34.760199,113.772957,100,河南,郑州,郑州铁路局,客运站
郓城,,35.601612,115.896274,50,山东,菏泽,济南铁路局,客运站
郫县西,,30.826517,103.877648,50,四川,成都,成都铁路局,客运站
郭家店,,43.339772,124.572116,50,吉林,四平,沈阳铁路局,客运站
郯城,,34.603234,118.370995,50,山东,临沂,济南铁路局,客运站
郴州,,25.811128,113.027642,55,湖南,郴州,广铁集团,客运站
郴州西,,25.739141,112.96463,50,湖南,郴州,广铁集团,客运站
都匀,,26.235365,107.51111,50,贵州,黔西南布依族苗族自治州,成都铁路局,客运站
都江堰,,30.959777,103.636326,65,四川,成都,成都铁路局,客运站
鄂州,,30.365146,114.86154,50,湖北,鄂州,武汉铁路局,客运站
鄂州东,,30.364119,114.942948,50,湖北,鄂州,武汉铁路局,客运站
鄄城,,35.423123,115.664574,50,山东,菏泽,济南铁路局,客运站
鄯善,,43.095865,90.482005,50,新疆维吾尔自治区,吐鲁番,乌鲁木齐铁路局,客运站
酉阳,,28.81164,108.95779,50,重庆,酉阳土家族苗族自治县,成都铁路局,客运站
酒泉,,39.644752,98.450919,50,甘肃,酒泉,兰州铁路局,客运站
醴陵,,27.673175,113.506605,50,湖南,株洲,南昌铁路局,客运站
里木店,,45.965218,126.209967,50,黑龙江,绥化,哈尔滨铁路局,客运站
重庆,,29.552726,106.543764,100,重庆,渝中区,成都铁路局,客运站
重庆北,,29.610613,106.547216,100,重庆,渝北区,成都铁路局,客运站
重庆南,,29.498462,106.535871,50,重庆,九龙坡区,成都铁路局,客运站
野三坡,,39.669696,115.447496,50,河北,保定,北京铁路局,客运站
金华,,29.113206,119.631028,80,浙江,金华,上海铁路局,客运站
金华南,,29.120105,119.729452,65,浙江,嘉兴,上海铁路局,客运站
金坑,,41.132013,123.735306,50,辽宁,本溪,沈阳铁路局,客运站
金城江,,24.702257,108.060829,80,广西壮族自治区,河池,南宁铁路局,客运站
金宝屯,,43.38061,123.57159,50,内蒙古自治区,通辽,沈阳铁路局,客运站
金寨,,31.628074,115.970131,60,安徽,六安,上海铁路局,客运站
金山北,,30.896412,121.084875,50,上海,金山区,上海铁路局,客运站
金山屯,,47.420732,129.415471,50,黑龙江,伊春,哈尔滨铁路局,客运站
金州,,39.086944,121.722282,50,辽宁,大连,沈阳铁路局,客运站
金昌,,38.370531,102.061951,65,甘肃,金昌,兰州铁路局,客运站
金杖子,,40.883762,119.498808,50,辽宁,朝阳,沈阳铁路局,客运站
金河,,51.334415,121.492769,50,内蒙古自治区,呼伦贝尔,哈尔滨铁路局,客运站
钟家村,,34.829274,109.470241,50,陕西,渭南,西安铁路局,客运站
钟祥,,31.178163,112.610884,50,湖北,荆门,武汉铁路局,客运站
钦州,,21.989557,108.612624,50,广西壮族自治区,钦州,南宁铁路局,客运站
钦州东,,21.982509,108.664594,50,广西壮族自治区,钦州,南宁铁路局,客运站
铁力,,46.972153,128.046737,55,黑龙江,伊春,哈尔滨铁路局,客运站
铁岭,,42.291331,123.831074,50,辽宁,铁岭,沈阳铁路局,客运站
铁岭西,,42.230385,123.66771,50,辽宁,铁岭,沈阳铁路局,客运站
铜仁,,27.743538,109.200042,85,贵州,铜仁,广铁集团,客运站
铜陵,,30.921313,117.856729,55,安徽,铜陵,上海铁路局,客运站
铜陵北,,31.014727,118.016004,50,安徽,铜陵,上海铁路局,客运站
银川,,38.491529,106.170211,100,宁夏回族自治区,银川,兰州铁路局,客运站
银浪,,46.495232,124.855363,50,黑龙江,大庆,哈尔滨铁路局,客运站
锡林浩特,,43.916908,116.020306,80,内蒙古自治区,锡林郭勒盟,呼和浩特铁路局,客运站
锦州,,41.122228,121.135302,70,辽宁,锦州,沈阳铁路局,客运站
锦州南,,41.014781,121.12011,50,辽宁,锦州,沈阳铁路局,客运站
锦河,,50.13517,127.406542,50,黑龙江,黑河,哈尔滨铁路局,客运站
镇城底,,37.958095,112.062471,50,山西,太原,太原铁路局,客运站
镇安,,33.422486,109.164374,50,陕西,商洛,西安铁路局,客运站
镇平,,33.055182,112.218481,50,河南,南阳,郑州铁路局,客运站
镇江,,32.19914,119.427256,50,江苏,镇江,上海铁路局,客运站
镇江南,,32.154324,119.41872,50,江苏,镇江,上海铁路局,客运站
镇赉,,45.855697,123.18893,55,吉林,白城,沈阳铁路局,客运站
镇远,,27.037958,108.40559,50,贵州,黔东南,成都铁路局,客运站
镜铁山,,39.318235,97.949035,60,甘肃,嘉峪关,兰州铁路局,客运站
长临河,,31.700563,117.477879,50,安徽,合肥,上海铁路局,客运站
长兴,,31.044044,119.969382,50,浙江,湖州,上海铁路局,客运站
长兴南,,30.992917,119.899471,50,浙江,湖州,上海铁路局,客运站
长垣,,35.211404,114.654194,50,河南,新乡,郑州铁路局,客运站
长寿,,29.793257,106.959329,50,重庆,长寿区,成都铁路局,客运站
长寿北,,29.882464,107.07091,60,重庆,长寿区,成都铁路局,客运站
长山屯,,45.312273,124.463003,50,吉林,松原,沈阳铁路局,客运站
长岭子,,38.936018,121.311431,50,辽宁,大连,沈阳铁路局,客运站
长征,,36.723383,104.845061,65,甘肃,白银,兰州铁路局,客运站
长春,,43.909413,125.317664,100,吉林,长春,沈阳铁路局,客运站
长春南,,43.848715,125.253368,50,吉林,长春,沈阳铁路局,客运站
长春西,,43.875235,125.193521,100,吉林,长春,沈阳铁路局,客运站
长汀,,25.832097,116.339562,50,福建,龙岩,南昌铁路局,客运站
长汀镇,,44.46509,128.928397,60,黑龙江,牡丹江,哈尔滨铁路局,客运站
长沙,,28.197261,113.007342,100,湖南,长沙,广铁集团,客运站
长沙南,,28.150177,113.059419,100,湖南,长沙,广铁集团,客运站
长治,,36.188478,113.06439,50,山西,长治,郑州铁路局,客运站
长治北,,36.30848,113.118241,75,山西,长治,郑州铁路局,客运站
长甸,,40.480355,124.805916,55,辽宁,丹东,沈阳铁路局,客运站
长葛,,34.215195,113.772506,50,河南,许昌,郑州铁路局,客运站
长阳,,30.622605,110.845193,50,湖北,宜昌,武汉铁路局,客运站
闻喜,,35.356566,111.210873,50,山西,运城,太原铁路局,客运站
闻喜西,,35.337049,111.173549,55,山西,运城,太原铁路局,客运站
闽清,,26.216552,118.902766,50,福建,福州,南昌铁路局,客运站
阎良,,34.669391,109.223876,60,陕西,西安,西安铁路局,客运站
阜南,,32.639903,115.548764,50,安徽,阜阳,上海铁路局,客运站
阜宁,,33.59636,119.611865,50,江苏,盐城,上海铁路局,客运站
阜新,,41.985323,121.632528,65,辽宁,阜新,沈阳铁路局,客运站
阜阳,,32.916755,115.862909,95,安徽,阜阳,上海铁路局,客运站
防城港北,,21.716351,108.372269,100,广西壮族自治区,防城港,南宁铁路局,客运站
阳城,,35.492896,112.486261,50,山西,晋城,郑州铁路局,客运站
阳平关,,32.974292,106.039979,55,陕西,汉中,西安铁路局,客运站
阳新,,29.862523,115.174967,75,湖北,黄石,武汉铁路局,客运站
阳春,,22.192776,111.756315,50,广东,阳江,广铁集团,客运站
阳曲,,38.057434,112.675403,50,山西,太原,太原铁路局,客运站
阳泉,,37.855794,113.585924,60,山西,阳泉,北京铁路局,客运站
阳泉北,,38.114565,113.431506,50,山西,阳泉,北京铁路局,客运站
阳泉曲,,37.861881,113.580496,55,山西,阳泉,太原铁路局,客运站
阳澄湖,,31.382323,120.857648,50,江苏,苏州,上海铁路局,客运站
阳谷,,36.101591,115.803122,50,山东,聊城,济南铁路局,客运站
阳邑,,36.737378,113.897332,50,河北,邯郸,北京铁路局,客运站
阿克苏,,41.144045,80.304787,90,新疆维吾尔自治区,阿克苏,乌鲁木齐铁路局,客运站
阿克陶,,39.166657,75.972327,50,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,乌鲁木齐铁路局,客运站
阿图什,,39.719495,76.219413,50,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,乌鲁木齐铁路局,客运站
阿城,,45.548774,126.989812,50,黑龙江,哈尔滨,哈尔滨铁路局,客运站
阿尔山,,47.1703,119.941694,70,内蒙古自治区,兴安盟,沈阳铁路局,客运站
阿拉山口,,45.170301,82.570332,60,新疆维吾尔自治区,博尔塔拉蒙古自治州,乌鲁木齐铁路局,客运站
阿木尔,,52.859923,123.154801,50,黑龙江,大兴安岭地区,哈尔滨铁路局,客运站
阿里河,,50.584698,123.729832,50,内蒙古自治区,呼伦贝尔,哈尔滨铁路局,客运站
阿金,,42.041408,121.749405,50,辽宁,阜新,沈阳铁路局,客运站
阿龙山,,51.686505,121.872887,50,内蒙古自治区,呼伦贝尔,哈尔滨铁路局,客运站
陆丰,,22.950765,115.728464,50,广东,汕尾,广铁集团,客运站
陆川,,22.312812,110.253671,50,广西壮族自治区,玉林,南宁铁路局,客运站
陆良,,24.849296,103.695403,50,云南,曲靖,昆明铁路局,客运站
陇县,,34.872301,106.846577,50,陕西,宝鸡,西安铁路局,客运站
陇西,,34.953245,104.702324,60,甘肃,定西,兰州铁路局,客运站
陈相屯,,41.562469,123.525525,50,辽宁,沈阳,沈阳铁路局,客运站
陵水,,18.53784,110.028531,50,海南,陵水黎族自治县,广铁集团,客运站
陶家屯,,43.64299,124.982734,50,吉林,四平,沈阳铁路局,客运站
陶赖昭,,44.825002,125.933048,50,吉林,松原,沈阳铁路局,客运站
隆化,,41.326788,117.744455,50,河北,承德,北京铁路局,客运站
隆昌,,29.35793,105.277615,50,四川,内江,成都铁路局,客运站
随州,,31.723643,113.411013,50,湖北,随州,武汉铁路局,客运站
雁荡山,,28.344583,121.147742,50,浙江,温州,上海铁路局,客运站
集宁南,,41.029618,113.092543,50,内蒙古自治区,乌兰察布,呼和浩特铁路局,客运站
集安,,41.139907,126.205752,65,吉林,通化,沈阳铁路局,客运站
雨格,,26.101262,104.666177,50,贵州,六盘水,昆明铁路局,客运站
零陵,,26.226385,111.576079,50,湖南,永州,南宁铁路局,客运站
雷州,,20.921502,110.041764,50,广东,湛江,广铁集团,客运站
霍尔果斯,,44.154345,80.451351,85,新疆维吾尔自治区,伊犁哈萨克自治州,乌鲁木齐铁路局,客运站
霍州,,36.585491,111.712444,50,山西,临汾,太原铁路局,客运站
霍州东,,36.564282,111.831101,50,山西,临汾,太原铁路局,客运站
霍林郭勒,,45.53221,119.662756,70,内蒙古自治区,通辽,沈阳铁路局,客运站
霍邱,,32.056164,116.137503,50,安徽,六安,上海铁路局,客运站
霞浦,,26.912587,120.028326,50,福建,宁德,南昌铁路局,客运站
露水河,,42.511423,127.809071,50,吉林,白山,沈阳铁路局,客运站
霸州,,39.121706,116.370092,50,河北,廊坊,北京铁路局,客运站
青县,,38.57705,116.832405,50,河北,沧州,北京铁路局,客运站
青城山,,30.894386,103.604385,100,四川,成都,成都铁路局,客运站
青山,,45.44425,130.561974,50,黑龙江,牡丹江,哈尔滨铁路局,客运站
青岛,,36.064405,120.307452,100,山东,青岛,济南铁路局,客运站
青州市,,36.770941,118.498123,50,山东,潍坊,济南铁路局,客运站
青田,,28.140125,120.27578,50,浙江,丽水,上海铁路局,客运站
青铜峡,,37.918043,105.928072,50,宁夏回族自治区,吴忠,兰州铁路局,客运站
青龙山,,33.871323,116.796334,50,安徽,淮北,上海铁路局,客运站
靖州,,26.569926,109.683656,50,湖南,怀化,广铁集团,客运站
靖边,,37.618891,108.751156,50,陕西,榆林,西安铁路局,客运站
靖远,,36.560557,104.649912,50,甘肃,白银,兰州铁路局,客运站
静海,,38.932071,116.923984,50,天津,静海县,北京铁路局,客运站
革镇堡,,39.008182,121.531618,50,辽宁,大连,沈阳铁路局,客运站
鞍山,,41.11056,122.980738,65,辽宁,鞍山,沈阳铁路局,客运站
鞍山西,,41.116395,122.910121,55,辽宁,鞍山,沈阳铁路局,客运站
韦庄,,34.971475,109.930822,50,陕西,渭南,西安铁路局,客运站
韩城,,35.484165,110.436298,80,陕西,渭南,西安铁路局,客运站
韶关,,24.753418,113.508943,50,广东,韶关,广铁集团,客运站
韶关东,,24.797119,113.599162,50,广东,韶关,广铁集团,客运站
韶山,,27.928216,112.518588,50,湖南,湘潭,广铁集团,客运站
项城,,33.41638,114.884079,50,河南,周口,武汉铁路局,客运站
顺义,,40.12478,116.63958,50,北京,顺义区,北京铁路局,客运站
顺德,,22.878452,113.271093,50,广东,佛山,广铁集团,客运站
顺德学院,,22.825507,113.314216,50,广东,佛山,广铁集团,客运站
顺昌,,26.802922,117.811412,50,福建,南平,南昌铁路局,客运站
额济纳,,41.897122,101.032086,55,内蒙古自治区,阿拉善盟,呼和浩特铁路局,客运站
风陵渡,,34.632839,110.305197,60,山西,运城,太原铁路局,客运站
饶平,,23.714379,116.928733,70,广东,潮州,广铁集团,客运站
饶阳,,38.236796,115.711578,50,河北,衡水,北京铁路局,客运站
香兰,,46.650294,129.75048,50,黑龙江,佳木斯,哈尔滨铁路局,客运站
香坊,,45.719325,126.673349,85,黑龙江,哈尔滨,哈尔滨铁路局,客运站
马三家,,41.896433,123.231745,55,辽宁,沈阳,沈阳铁路局,客运站
马兰,,42.233512,87.378948,50,新疆维吾尔自治区,巴音郭楞蒙古自治州,乌鲁木齐铁路局,客运站
马林,,42.272395,119.178214,50,内蒙古自治区,赤峰,沈阳铁路局,客运站
马桥河,,44.681638,130.548509,50,黑龙江,牡丹江,哈尔滨铁路局,客运站
马莲河,,44.018761,129.198616,50,黑龙江,牡丹江,哈尔滨铁路局,客运站
马鞍山,,31.709504,118.49696,50,安徽,马鞍山,上海铁路局,客运站
驻马店,,32.980841,114.037764,50,河南,驻马店,武汉铁路局,客运站
驻马店西,,33.002394,113.974275,60,河南,驻马店,武汉铁路局,客运站
驼腰岭,,42.179451,125.897342,50,吉林,通化,沈阳铁路局,客运站
高台,,39.268969,99.788039,50,甘肃,张掖,兰州铁路局,客运站
高密,,36.392288,119.762324,50,山东,潍坊,济南铁路局,客运站
高山子,,41.545989,122.064316,50,辽宁,锦州,沈阳铁路局,客运站
高岭,,40.144254,120.007436,50,辽宁,葫芦岛,沈阳铁路局,客运站
高州,,21.898483,110.884539,50,广东,茂名,广铁集团,客运站
高平,,35.80132,112.912862,50,山西,晋城,郑州铁路局,客运站
高村,,38.174324,112.692543,50,山西,太原,太原铁路局,客运站
高桥镇,,40.896522,121.000282,50,辽宁,葫芦岛,沈阳铁路局,客运站
高滩,,32.41646,108.322902,50,陕西,安康,西安铁路局,客运站
高碑店,,39.32779,115.852979,50,河北,保定,北京铁路局,客运站
高碑店东,,39.288144,115.939146,50,河北,保定,北京铁路局,客运站
高邑,,37.604427,114.591888,50,河北,石家庄,北京铁路局,客运站
高邑西,,37.629242,114.525675,50,河北,石家庄,北京铁路局,客运站
魏杖子,,40.974722,119.058537,50,辽宁,朝阳,沈阳铁路局,客运站
鲁山,,33.749898,112.89798,50,河南,平顶山,郑州铁路局,客运站
鲁番,,25.624124,104.532229,50,贵州,六盘水,昆明铁路局,客运站
鲅鱼圈,,40.186382,122.088954,50,辽宁,营口,沈阳铁路局,客运站
鳌江,,27.629163,120.541079,65,浙江,温州,上海铁路局,客运站
鸡东,,45.250276,131.143937,50,黑龙江,鸡西,哈尔滨铁路局,客运站
鸡冠山,,40.517693,123.918991,50,辽宁,丹东,沈阳铁路局,客运站
鸡西,,45.30251,130.970615,90,黑龙江,鸡西,哈尔滨铁路局,客运站
鹤北,,47.539553,130.462907,60,黑龙江,鹤岗,哈尔滨铁路局,客运站
鹤壁,,35.759925,114.268301,50,河南,鹤壁,郑州铁路局,客运站
鹤壁东,,35.706186,114.294159,50,河南,鹤壁,郑州铁路局,客运站
鹤岗,,47.337805,130.276481,95,黑龙江,鹤岗,哈尔滨铁路局,客运站
鹤庆,,26.559531,100.21513,50,云南,大理白族自治州,昆明铁路局,客运站
鹤立,,47.050438,130.284271,50,黑龙江,佳木斯,哈尔滨铁路局,客运站
鹰手营子,,40.554392,117.662904,50,河北,承德,北京铁路局,客运站
鹰潭,,28.238617,117.022681,65,江西,鹰潭,南昌铁路局,客运站
鹿寨,,24.482891,109.741177,50,广西壮族自治区,柳州,南宁铁路局,客运站
鹿道,,43.874169,129.282648,50,黑龙江,牡丹江,沈阳铁路局,客运站
麦园,,25.591588,117.490056,50,福建,龙岩,南昌铁路局,客运站
麻城,,31.148545,114.95868,60,湖北,黄冈,武汉铁路局,客运站
麻城北,,31.194891,114.985861,55,湖北,黄冈,武汉铁路局,客运站
麻尾,,25.347176,107.464996,55,贵州,黔西南布依族苗族自治州,成都铁路局,客运站
麻山,,45.211082,130.472397,50,黑龙江,鸡西,哈尔滨铁路局,客运站
麻柳,,32.30038,108.190407,50,陕西,安康,西安铁路局,客运站
麻阳,,27.859002,109.798732,50,湖南,怀化,广铁集团,客运站
黄冈,,30.488649,114.93818,50,湖北,黄冈,武汉铁路局,客运站
黄冈东,,30.510066,114.980116,100,湖北,黄冈,武汉铁路局,客运站
黄冈西,,30.506374,114.88296,50,湖北,黄冈,武汉铁路局,客运站
黄口,,34.36124,116.692233,50,安徽,宿州,上海铁路局,客运站
黄山,,29.724629,118.317128,65,安徽,黄山,上海铁路局,客运站
黄山北,,29.81584,118.268257,100,安徽,黄山,上海铁路局,客运站
黄州,,30.587777,114.999253,50,湖北,黄冈,武汉铁路局,客运站
黄村,,39.72019,116.326143,50,北京,大兴区,北京铁路局,客运站
黄松甸,,43.639551,127.722059,50,吉林,吉林,沈阳铁路局,客运站
黄梅,,30.096226,115.937647,50,湖北,黄冈,上海铁路局,客运站
黄泥河,,43.553229,128.011293,50,吉林,延边朝鲜族自治州,沈阳铁路局,客运站
黄石,,30.156579,114.935645,50,湖北,黄石,武汉铁路局,客运站
黄石北,,30.213997,115.002856,50,湖北,黄石,武汉铁路局,客运站
黄花筒,,43.146064,120.953419,50,内蒙古自治区,通辽,沈阳铁路局,客运站
黄陵,,35.618284,109.351266,50,陕西,延安,西安铁路局,客运站
黎城,,36.514565,113.385813,50,山西,长治,北京铁路局,客运站
黎塘,,23.197668,109.127986,50,广西壮族自治区,南宁,南宁铁路局,客运站
黑井,,25.350828,101.740553,50,云南,楚雄彝族自治州,昆明铁路局,客运站
黑台,,45.407722,131.616875,50,黑龙江,鸡西,哈尔滨铁路局,客运站
黑水,,45.212035,122.818123,50,吉林,白城,沈阳铁路局,客运站
黑河,,50.231619,127.493004,75,黑龙江,黑河,哈尔滨铁路局,客运站
黔江,,29.446051,108.786186,50,重庆,黔江区,成都铁路局,客运站
齐齐哈尔,,47.337459,123.988343,100,黑龙江,齐齐哈尔,哈尔滨铁路局,客运站
龙井,,42.900715,129.407236,55,吉林,延边朝鲜族自治州,沈阳铁路局,客运站
龙华,,37.610955,116.016858,50,河北,衡水,北京铁路局,客运站
龙南,,24.922844,114.87286,50,江西,赣州,南昌铁路局,客运站
龙嘉,,43.990654,125.693847,50,吉林,长春,沈阳铁路局,客运站
龙山镇,,24.69455,117.35755,50,福建,漳州,南昌铁路局,客运站
龙岩,,25.098759,117.001526,100,福建,龙岩,南昌铁路局,客运站
龙川,,24.11506,115.232621,50,广东,河源,广铁集团,客运站
龙市,,26.72282,113.963024,50,江西,吉安,南昌铁路局,客运站
龙江,,47.332633,123.178286,50,黑龙江,齐齐哈尔,哈尔滨铁路局,客运站
龙游,,29.006412,119.161339,50,浙江,衢州,上海铁路局,客运站
龙爪沟,,40.817826,124.64311,50,辽宁,丹东,沈阳铁路局,客运站
龙里,,26.454654,106.965582,50,贵州,黔东南,成都铁路局,客运站
龙镇,,48.68427,126.710735,55,黑龙江,黑河,哈尔滨铁路局,客运站
